tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question,has_emoji
"Just got in, how’d Liverpool get on?",1,Liverpool did not play very well.,1.0,0.0,0.0,0.0,0.0,1.0,False
Actually considering applying for the undateables,1,Why is my lovelife so dead?,1.0,0.0,0.0,0.0,0.0,0.0,False
"@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣",1,"""Biden is a liberal, not a leftist. Liberals are center-right. People who voted for Biden came from everywhere on the political spectrum, including conservatives and independents, so stop trying the blame some imaginary 'hate-filled left.'""",1.0,0.0,0.0,0.0,0.0,0.0,False
"thank you kind person that stole my ATM card, you must have known I wanted to sit at the bank all day.. half hour and still waiting #mondays",1,Someone stole my bank card and now I have to sit and wait in the bank all day unhappily.,1.0,0.0,0.0,0.0,0.0,0.0,False
"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?"" 
me: yes dad yes i am cuz im dating all of them duh",1,im not dating any of them,1.0,0.0,0.0,0.0,0.0,0.0,False
"I just read, ""oftenly"" and threw up in my mouth a little.",1,"I would point out ""oftenly"" is not a word in the English language. I would explain the grammar and correct the weird to often",1.0,0.0,0.0,0.0,0.0,0.0,False
"I unsubscribe from being an adult, its not for me",1,being an adult is really hard ,1.0,0.0,0.0,0.0,0.0,0.0,False
i love siriusxm. siriusxm is my friend,1,I hate SiriusXM,1.0,0.0,0.0,0.0,0.0,0.0,False
"A whole 2% off for a single order, rejoice",1,2% off of single order is a basically useless coupon.,1.0,0.0,0.0,0.0,0.0,0.0,False
Can’t wait to see Ed sheeran at tramlines tomoz x,1,Ed Sheeran isn't at Tramlines and I'm glad about it,1.0,0.0,1.0,0.0,0.0,0.0,False
@Torialou78 My excellent photography skills! :p lmao!!!,1,I do not think I did a very good job of taking that photograph!,1.0,0.0,0.0,0.0,0.0,0.0,False
"@SIazVest @rodneyjaguars57 Fuck you got me there, you better get back to getting upset and jealous over successful and talented boxers",1,“Fair enough you got me there”,1.0,0.0,0.0,0.0,0.0,0.0,False
Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace,1,Just rediscovered that my nose I always in my field of vision which is making it difficult to focus on my assigned readings. ,1.0,0.0,0.0,0.0,1.0,0.0,False
There is nothing new in an oliver james publication that can't be found elsewhere for free. He's a leftist living a straight bourgeois life,1,Be more direct.,1.0,0.0,0.0,0.0,0.0,0.0,False
Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,1,Priti Patel and Boris Johnson are doing a terrible job dealing with Covid.,1.0,0.0,0.0,0.0,0.0,0.0,False
Schadenfreude x,1,After many years it is brilliant to laugh at germany ,1.0,0.0,0.0,0.0,0.0,0.0,False
"Being a mom with an autoimmune disease means I am a grown ass woman that caught hand, foot, and mouth from my daughter. My Hashimotos sucks. Thanks for all the sicknesses I so graciously suffer and should not be suffering at 40.",1,I wouldn't because sarcasm is the only weapon I have against this stuff,1.0,0.0,0.0,0.0,0.0,0.0,False
My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,1,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. It’s like she’s in “Gossip Girl”,1.0,0.0,0.0,0.0,0.0,1.0,False
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,1,Yes,0.0,1.0,0.0,0.0,0.0,0.0,False
I'm just living off salads and yogurt and loving it tbh,1,I am living on salad and yogurt and it's getting old ,0.0,1.0,0.0,0.0,0.0,0.0,False
"You guys, how cool would a British version of Breaking Bad be?

Lol jk, they have universal health care so Walter White would never have to resort to cooking meth in a trailer to be able to fund his cancer treatment.",1,We should have a healthcare system more like the UK which provides free services for all citizens ,1.0,0.0,0.0,0.0,0.0,0.0,False
2 minutes into the book and I already hate the main character. Lovely,1,I do not enjoy the main character of this book.,0.0,1.0,0.0,0.0,0.0,0.0,False
i would rather be outside reed timmers car in f3 tornado winds than go to work today,1,I do not want to go to work today at all.,0.0,1.0,0.0,0.0,0.0,0.0,False
"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",1,North Dakota had a nice week of weather followed by a rainy day.,0.0,1.0,0.0,0.0,1.0,0.0,False
I never feel more empowered than when I’m listening to ‘this is me’ from camp rock,1,I never feel more cheesy than when I am listening to 'this is me' from camp rock.,1.0,0.0,1.0,0.0,0.0,0.0,False
Happy birthday to me. I got pinged and can't leave the house 🥰🤡,1,Unhappy birthday to me ,1.0,0.0,0.0,0.0,0.0,0.0,False
"don't cry because it happened, smile because it's over &lt;3",1,"Don't cry because it happened, be proud that you made it through.",1.0,0.0,0.0,0.0,0.0,0.0,False
so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense 🥴,1,‘it doesn’t make sense’,1.0,0.0,0.0,0.0,0.0,0.0,False
IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,1,The president seems to believe that merely removing leaves from forest floors would prevent forest fires.,1.0,0.0,0.0,0.0,0.0,0.0,False
I really hate the new TikTok voice over voice - she sound annoying af,1,The new Tik Tok voice over is annoying.,0.0,1.0,0.0,0.0,1.0,0.0,False
my car is acting up AGAIN for like the 3rd year in a row and I’m just going to drive it into the river at the point,1,"""my car is acting up AGAIN for like the 3rd year in a row and I'm really frustrated with it right now""",0.0,1.0,0.0,0.0,0.0,0.0,False
My living room feels really lively now. I’m recklessly sipping tea absorbing choons #TaeSup,1,"In spite of the fact lockdown means I cannot go to a live gig, this stream brings me joy in private",0.0,1.0,0.0,0.0,0.0,0.0,False
Lil Pump is the Nelson Mandela of our generation,1,Lil Pump is not the Nelson Mandela of our generation,1.0,0.0,1.0,0.0,0.0,0.0,False
I too enjoy making shit up and pretending like I understand basic economic principles https://t.co/cHDBHaxBBR,1,This is completely made up and goes against basic economics.,1.0,0.0,0.0,0.0,0.0,0.0,False
Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,1,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is not strong today,0.0,1.0,0.0,0.0,0.0,0.0,False
this time tomorrow i'll be dying at school Cannot Wait!,1,i am not looking forward to school tomorrow,1.0,0.0,0.0,0.0,0.0,0.0,False
rewatching degrassi for the millionth time,1,“Watching Degrassi again “,1.0,0.0,0.0,0.0,1.0,0.0,False
Matt Hancock is a top shagger,1,Matt Hancock is a wanker,1.0,0.0,0.0,0.0,1.0,0.0,False
I’m gonna miss scantrons shortening my name to “Christ” after 16 years,1,I'm not going to miss scantrons shortening my name to “Christ” after 16 years,0.0,1.0,0.0,0.0,0.0,0.0,False
"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",1,I’m bored in lockdown which has now resulted in me buying jigsaws like an old woman ,0.0,1.0,0.0,0.0,0.0,0.0,False
we love when the power goes out at 6:30 in the morning on a wednesday https://t.co/BBIQ7ZYS3x,1,I get annoyed when my power goes out randomly.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Get ready for the next big horror game this season, Slender Suburban Man",1,"Id say something along the lines of ""thank god theres not a game out there called Slender Suburban Man""",1.0,0.0,0.0,0.0,0.0,0.0,False
If I were the Red Sox I would simply play the Orioles more,1,The Red Sox probably wish they could play the Orioles all season. ,1.0,0.0,0.0,0.0,0.0,0.0,False
Wow... the universe gave me the task of a potty training a whole human? the audacity.,1,I absolutely hate potty training toddlers. ,1.0,0.0,0.0,0.0,0.0,0.0,False
@Mike_Fabricant This aged well,1,This didn't age well.,1.0,0.0,1.0,0.0,0.0,0.0,False
tanning in this heat is an extreme sport,1,tanning in this heat is difficult ,1.0,0.0,0.0,0.0,1.0,0.0,False
Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!!,1,I would write “Just almost got hit on the highway by a @CityOfSanDiego truck! Wish we had gotten his plate number to report his dangerous driving.”,1.0,0.0,0.0,0.0,0.0,0.0,False
Jaegermeister did 9/11,1,"""Jaegermeister didn't do 9/11"" or ""Jaegermeister can't melt steel beams""",1.0,0.0,0.0,0.0,0.0,0.0,False
"If you watch #TheCrown and don’t  simultaneously wiki deep-dive on the royal family, did you even watch The Crown?",1,"I always simultaneously wiki deep-dive the royal family, when I watch The Crown.",1.0,0.0,0.0,0.0,0.0,1.0,False
Searching for Pokemon later because I hate myself haha !!!,1,I am going to play Pokémon go because I love myself!,1.0,0.0,0.0,0.0,0.0,0.0,False
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,1,I notice that certain men who drive Ford F150s tend to drive aggressively/poorly,1.0,0.0,0.0,0.0,0.0,1.0,False
"me: revises cells + other general biology stuff
edexcel: ""i want a fit summer bod, get them to tell me how i get one""
#EdexcelBiology #Gcses2018",1,We were taught the incorrect subjects in our science lessons.,0.0,1.0,0.0,0.0,0.0,0.0,False
good evening sharks. hooters but for feet.,1,A hooters for feet is an absurd business model.,0.0,1.0,0.0,0.0,0.0,0.0,False
Hailey convinced Tayler that putting a spoon in the microwave to scoop ice cream faster was a good idea,1,we had to tell her it was a bad idea to put a spoon in the microwave ,1.0,0.0,0.0,0.0,0.0,0.0,False
too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,1,"At the end and, 'Im the guy wearing socks"".",1.0,0.0,0.0,0.0,0.0,0.0,False
came home to realize my family found and read my quarantine journal lmao lucky I didn’t get involuntarily committed wtf,1,"My family read my quarantine journal, I didn't get committed. ",1.0,0.0,0.0,0.0,0.0,0.0,False
No longer a female as I refuse to wear heels ever again,1,I refuse to wear heels ever again because they hurt too much.,1.0,0.0,0.0,0.0,0.0,0.0,False
I changed out of my pajamas today and I think that’s really brave,1,Finally changed out of pajama pants,1.0,0.0,0.0,0.0,0.0,0.0,False
I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,1,I won't be eating at the Eastpointe Chick-Fil-A this summer.,0.0,1.0,0.0,0.0,0.0,0.0,False
omg my ships are gonna love what taylor swift has done for them,1,The lyrics in Taylor Swift's album remind me of the characters from (insert tv show here)!,1.0,0.0,0.0,0.0,0.0,0.0,False
Can’t wait for those $2000 checks to go out immediately,1,These stimulus checks are very delayed and I think that is bad,0.0,1.0,0.0,0.0,0.0,0.0,False
"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL",1,"""AT&T is absolutely the worst. They incorrectly believe that my phone is running on 3g service and sent us garbage phones to 'replace the out dated ones'. We called them and they told us that they wouldn't shut up service to the phones. They shut off service to the phones this morning.""",1.0,0.0,0.0,0.0,0.0,1.0,False
Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time,1,"I got the vaccine, I did not get a microchip injected in me, and I still have the same feelings as I did before towards Microsoft products.",1.0,0.0,0.0,0.0,0.0,0.0,False
I like making food and then not eating it to assert my dominance,1,I hate when I make food and then don't eat it. ,1.0,0.0,0.0,0.0,0.0,0.0,False
victoria has a crush on maluma,1,Victoria really enjoys maluma's music and talking about them.,1.0,0.0,0.0,0.0,0.0,0.0,False
if i saw a capybara in person id probably throw up,1,I think capybaras are scary,0.0,1.0,0.0,0.0,1.0,0.0,False
"Using an educator discount, I receive 20% off Manga at B&amp;N. This is the only reason I am a teacher.",1,"Using an educator discount, I receive 20% off Manga at B&N. This is a perk of being a teacher!",1.0,0.0,0.0,0.0,1.0,0.0,False
shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,1,"""Screw the kid who brought a pineapple to homecoming and threw it around""",1.0,0.0,0.0,0.0,0.0,0.0,False
CLB cover art makes me want to pound my knees with a hammer.,1,I do not like the certified lover boy artwork,1.0,0.0,0.0,0.0,1.0,0.0,False
virgos are leos in a vest,1,virgos act like leos,1.0,0.0,0.0,0.0,0.0,0.0,False
it’s literally so hard being this hot and sexy and beautiful everyday,1,"“I enjoy being hot, sexy, and beautiful.”",1.0,0.0,0.0,0.0,0.0,0.0,False
It's been a productive last day. Maxed Out all my credit cards in preparation of my Rapture tomorrow!!! #iwishwehadallbeenready,1,I could have said that if the rapture was going to happen tomorrow I should do all these things the day before. ,1.0,0.0,0.0,0.0,0.0,0.0,False
Is spunk a slur?,1,I am worried that I may have used a slur by saying the work spunk today ,0.0,1.0,0.0,0.0,0.0,1.0,False
i have bags under my eyes because im tired of your bs:),1,I am tired of your crap.,1.0,0.0,0.0,0.0,0.0,0.0,False
I never thought I’d have a mortal enemy but it’s whoever keeps printing on blue paper and then leaving like 5-10 blue sheets in the math room copier when they’re done for the next unsuspecting person,1,I dislike whoever keeps leaving their colored paper in the copier at work.,1.0,0.0,0.0,0.0,1.0,0.0,False
i love when i respond to my professor immediately after she emailed me and i still haven’t gotten a response :)) (it’s been almost 4 hours) :)),1,I hate that my professor isn't responding to me after I immediately replied to her email.,1.0,0.0,0.0,0.0,0.0,0.0,False
"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",1,I don't like how I know the quadratic formula instead of how to pay taxes or get ready for college,0.0,1.0,0.0,0.0,0.0,0.0,False
Man PepsiCo loves to add 750g of sugar to a mixture of their existing flavors of sodas and call it a new flavor of dew or Pepsi...,1,"The flavors aren't good, they all just taste like sugar and artificial flavoring",1.0,0.0,0.0,0.0,1.0,0.0,False
"love island is ending, law school is starting again…summer is really over",1,"love island is over and law school starts soon, but summer isn’t over yet.",0.0,1.0,0.0,0.0,0.0,0.0,False
"@jimcramer Yo jim I put my life savings in $didi at $16 as per your request now me and my family are eating MREs in full survival mode

What should I do?",1,Jim I put some money and didi and lost some money and now am being forced to live below my usual means,1.0,0.0,0.0,0.0,0.0,0.0,False
so many people pressed that italy won sorry eurovision belongs to the bisexuals now x #Eurovision,1,eurovision belongs to everyone! ,1.0,0.0,0.0,0.0,0.0,0.0,False
As a woman I dont need hobbies dreams or goals cause I can spend all my time wondering why he didnt text back crying into a bag of doughnuts,1,Women have more going on in their life than their romantic relationships.,1.0,0.0,0.0,0.0,0.0,0.0,False
@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,1,"""Football acts in such a strange way, with players asking for huge increases while already under a long contract""",1.0,0.0,0.0,0.0,0.0,0.0,False
"Man-spider. The story of a spider who's bitten by a human and now has the powers of a human. Working in an office, wasting money on artisan coffee, and giving up his bus seat to a woman who turns out not to be pregnant, but just ""likes sandwiches you a-h*le"".
#IntoTheSpiderVerse",1,"Spiderman is so unrealistic. If a creature became more human, it would be incredibly boring",0.0,1.0,0.0,0.0,0.0,0.0,False
"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",1,I wouldn't put it in a question and instead would state we should not pay the same as another country if the service is subpar.,1.0,0.0,0.0,0.0,0.0,1.0,False
"@GeoffreyBrock6 @RevRichardColes Do you really believe  that? I'd put more faith in the giant pumpkin. Wait a minute, he is the giant pumpkin!",1,Johnson.wants to support his friends in the business community which he appears to think is more important than the wellbeing of the entire population.,1.0,0.0,0.0,0.0,0.0,0.0,False
What happened to unbiased journalism @SkyNews?,1,Sky news is bias,1.0,0.0,0.0,0.0,0.0,1.0,False
I’ve been laid off !! Nice:)),1,"""I can't believe I've been laid off. Super upset and nervous.""",1.0,0.0,0.0,0.0,0.0,0.0,False
Lol at my life :),1,Hahah life isn't going my way.,1.0,0.0,0.0,0.0,0.0,0.0,False
I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,1,Don't criticise me when your ADULT son can't ride a bike without falling off OR use a knife!,1.0,0.0,0.0,0.0,0.0,0.0,False
I’m in Canada so like Happy 4rth?,1,Still celebrating the Fourth of July in Canada!,1.0,0.0,0.0,0.0,0.0,1.0,False
Anyone else wanna ruin me day x,1,Can people stop ruining my day please,1.0,0.0,0.0,0.0,0.0,1.0,False
"Have the most balanced diet, a healthy balance of codeine, panadol and ibuprofen....",1,A diet of pain killers is not healthy or balanced ,1.0,0.0,0.0,0.0,0.0,0.0,False
@devisridhar Do you know of any good chippies in the Crewe area?,1,What are your qualifications in epidemiology?,1.0,0.0,0.0,0.0,0.0,1.0,False
i love 6 hour panic attacks,1,I don't like having 6-hour panic attacks.,1.0,0.0,0.0,0.0,0.0,0.0,False
"@OldUnclePunch Yes, because we really have that sort of power. Why do brexity types always sound like they are all paranoid conspiracy therorists?",1,We don’t have any influence to those in power. ,1.0,0.0,0.0,0.0,0.0,0.0,False
@DarrkIt @iamspade_ ya need a carry hit me up im a octane main,1,hit me up to play im an octane main,1.0,0.0,0.0,0.0,0.0,0.0,False
The numbers talking to me!,1,It's as if the numbers are talking too me,0.0,1.0,0.0,0.0,0.0,0.0,False
"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",1,I'm finding it hard to buy affordable enclosed toe sandals on the internet.,0.0,1.0,0.0,0.0,1.0,0.0,False
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,1,Getting old is hard. I miss not having to worry about everything.,0.0,1.0,0.0,0.0,0.0,0.0,False
Corsodyl failing to consider i like being a person who spits blood when they brush their teeth,1,“For people who spit blood when they brush their teeth” is not a very catchy tagline,0.0,1.0,0.0,0.0,0.0,0.0,False
@c_j_mcburney Suspect there’s still room for you in the ground,1,There's still plenty of space at the ground,1.0,0.0,0.0,1.0,0.0,0.0,False
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,1,I have been eating a lot of Kitkats lately! ,0.0,1.0,0.0,0.0,1.0,0.0,False
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",1,“I wish books were lighter.”,0.0,1.0,0.0,0.0,0.0,0.0,False
"these two girls are on the beach in lawn chairs, i love shoobies",1,I would say that shoobies are clueless and don't know how to properly spend time at the beach. ,1.0,0.0,0.0,0.0,0.0,0.0,False
"I'm literally out here trading eggs for potatoes

Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus",1,Day 1 in our new dystopian society is not going well,0.0,1.0,0.0,0.0,0.0,0.0,False
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,1,It's hard being a school psychologist because you can feel like complete garbage but chances are you have a meeting that determines changes in a student's education that's bound by legal timelines and took coordination of 6 different schedules and you're the only one who can run it.,0.0,1.0,0.0,0.0,0.0,0.0,False
Not only did I have to take care of covid patients last night but my charge nurse told me the covid scrubs make me look “unwantable”! Great!,1,I can’t believe my charge nurse is judging how my scrubs look when I’m busy taking care of covid patients,1.0,0.0,0.0,0.0,0.0,0.0,False
"@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",1,"I'd end the sentence by saying ""but your xenophobia means that you have ignored the facts"".",0.0,1.0,0.0,0.0,0.0,0.0,False
"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",1,"""Tonight they are saying""",1.0,0.0,0.0,0.0,0.0,0.0,False
“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.,1,"I don't understand why you go out to so many parties, if you don't like parties.",1.0,0.0,0.0,0.0,0.0,1.0,False
"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",1,Stranger Things is pretty good but season 1 is better than season 2,0.0,1.0,1.0,0.0,0.0,0.0,False
Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,1,Elaine Quijano lacks any control in moderating tonight’s debate. ,1.0,0.0,0.0,0.0,0.0,0.0,False
"My poo is green, how festive.",1,I have diarrhoea ,0.0,1.0,0.0,0.0,0.0,0.0,False
turning 22 next week so naturally I increased my tinder age range up to 60,1,I'm turning 22 next week and feel old already,1.0,0.0,0.0,0.0,0.0,0.0,False
Is it unreasonable to spend £50 on a bonsai tree? Asking for a friend 🤔,1,Would it be wrong to spend £50 on a bonsai plant?,1.0,0.0,0.0,0.0,0.0,0.0,False
im glad we finally have a party in opposition who are committed to taking the government to task for not making mistakes fast enough,1,"I would say something like ""it is supposed to be the opposition party's job to oppose the government, especially at a time when the government seems to be doing almost everything wrong. However, it seems that the opposition party's only complaint is that the government is applying their bad policy inefficiently, not that the policy is bad"".",1.0,0.0,0.0,0.0,0.0,0.0,False
"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",1,I see that it is snowing. This is expected in January. Anyone can see that it is snowing.,0.0,1.0,0.0,1.0,0.0,1.0,False
is this an earthquake because i am shook right now,1,I am really very surprised.,1.0,0.0,0.0,0.0,0.0,1.0,False
@TheBabylonBee And the hot air and BS she generates makes for a perfect backup energy source!,1,The amount of time spent listening to and comprehending what this gal says is disturbing and disappointing.,1.0,0.0,0.0,0.0,0.0,0.0,False
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,1,I’m upset because I am free today and none of my friends are because they have previous commitments ,1.0,0.0,0.0,0.0,0.0,1.0,False
"@kittin_knittin According to a Trump republican,  that's relative to Penis size.  There's a video.  Lol",1," According to past history with Trump Republicans, you must fact-check everything.   There is no credibility in the Republican party since Trump was in office.",1.0,0.0,0.0,0.0,0.0,0.0,False
I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,1,“I’m flying to [location]” because I was just flying on an airplane and it happened to be April 20th which people call “420 day”.,0.0,1.0,0.0,0.0,0.0,0.0,False
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,1,Just found out I've been walking on a broken foot for the past six months :( may have to get surgery again,1.0,0.0,0.0,0.0,0.0,0.0,False
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,1,"Probably would not say it at all because the statement itself is kind of ridiculous. ""Because I'm in a media major, all of my friends are better at video games than me.""",0.0,1.0,0.0,0.0,0.0,0.0,False
Can cats wear nail polish,1,It is quite obvious that cats do not actually wear nail polish.,1.0,0.0,0.0,0.0,0.0,1.0,False
"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",1,I could never survive an experience like the one in the film 127 Hours.,1.0,0.0,0.0,0.0,0.0,0.0,False
@mcfcok82 Thank you for your well balanced and thoughtful input,1,There was no need for that ,1.0,0.0,1.0,0.0,0.0,0.0,False
accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,1,"""Isn't it funny how CCD is really similar to CDC? Hope nobody mixes up the two""",1.0,0.0,0.0,0.0,0.0,0.0,False
watching tik toks at full volume in the middle of the airport should be a federal offense,1,I find it irritating when people listen to videos loudly in public spaces ,1.0,0.0,0.0,0.0,1.0,0.0,False
i’m gonna get a boob job so i call myself a customizable doll,1,"""I want to get top surgery so I can remove all the fat on my chest and look more gender neutral.""",1.0,0.0,0.0,0.0,0.0,0.0,False
Friendly reminder you’re not vegan if you swallow cum,1,Cum is vegan,1.0,0.0,0.0,0.0,0.0,0.0,False
Uh oh Ben Simmons will also have a Steph Curry type season 76ers better not trade him now https://t.co/kkpzfcTcSH,1,I would simply say that Ben Simmons won't be able to shoot the ball like that. ,1.0,0.0,0.0,0.0,0.0,0.0,False
‘It’s only a game’ 🥴🥴,1,Look how important these clubs are to their fans!,1.0,0.0,0.0,0.0,0.0,0.0,False
"Oh good, it's time for the bi-monthly random power outage.",1,I'm getting frustrated with all of these power outages lately,0.0,1.0,0.0,0.0,0.0,0.0,False
"Wish I was the bitch that Elijah hewson fucking hated, sad :(",1,The same without the ‘:(‘ at the end ,1.0,0.0,0.0,0.0,0.0,0.0,False
Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,1,I would not take ivermectin. ,1.0,0.0,0.0,0.0,0.0,0.0,False
"@adi_jord agreed, this is ridiculous, gotta cop a pair",1,"I agree, I want them too",1.0,0.0,0.0,0.0,0.0,0.0,False
Why was I not told Matthew Stafford and Cooper Kupp eat breakfast together before I drafted Robert Woods over him?,1,Interesting: Stafford and Cupp eat breakfast together.  ,1.0,0.0,0.0,0.0,0.0,1.0,False
@abhiishekkkkkk @FCBGox Did you even watch a single la Liga madrid game last season bruh Varane isn’t that good anymore,1,"You didn't watch Varane last season, if you did, you would have a different opinion.",1.0,0.0,0.0,0.0,0.0,1.0,False
can't wait til a bunch of pudgy suburban dads save the day with their firearms,1,People are more likely to be injured when they own firearms.,1.0,0.0,0.0,0.0,0.0,0.0,False
Throwback to when I answered the phone at work with “thank you for calling Courtney! My name is principal” wow I love myself,1,"I could have said ""I am an idiot"" or something along those lines instead. ",1.0,0.0,0.0,0.0,0.0,0.0,False
V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong,1,I will not be granting an extension to the student who emailed me and my co-teacher and got both of our names wrong.,1.0,0.0,0.0,0.0,0.0,0.0,False
ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna do,1,"I would say, ""I wish I could get up early and enjoy some tea on the patio.""",1.0,0.0,0.0,0.0,0.0,0.0,False
"just booked to see David Gray too,,, am i 40",1,I am only 21.,1.0,0.0,0.0,0.0,0.0,0.0,False
I may look happy on the outside bit on the inside I'm dying #painful #sad,1,Happy on the outside but underneath the smile I am sad,1.0,0.0,0.0,0.0,1.0,0.0,False
@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao,1,Can I use this in my speech ? ,0.0,1.0,0.0,0.0,0.0,0.0,False
also if u met dream on hypixel.. congrats ! im not jealous at all haha im totally normal haha Good For You .. haha,1,"""I am happy for those who met him, but I wish I met Dream on hypixel""",1.0,0.0,0.0,0.0,0.0,0.0,False
"Leave it to the nice people of Hutch to yell at me to ""eat shit"" while I run. Jokes on them, I do.",1,Mean people yelled at me to eat shit.,1.0,0.0,0.0,0.0,0.0,0.0,False
6 more hours and then a whoppingly massive 2days off work! wowzers!,1,I only have a measly 2 days off work.,0.0,1.0,0.0,0.0,1.0,0.0,False
me not turning up to work is a feminist movement actually,1,Being anti-feminist by skipping my right to work,1.0,0.0,0.0,0.0,0.0,0.0,False
Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,1,I was in the sand traps a lot today. ,0.0,1.0,0.0,0.0,0.0,0.0,False
ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,1,"The republican claim of voter fraud was not based in fact and the majority of US voters voted for Joe Biden, and that would be true in any re-voting process",1.0,0.0,0.0,0.0,0.0,1.0,False
"@banalincolnlogs red among us guy, hes hot dont come for me",1,Red among us guy is not on my list of hot celebrities.,0.0,1.0,0.0,0.0,0.0,0.0,False
"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",1,"Young people are in need of the stimulus too. Just because we do not have kids does not mean that we do not have bills, debt, etc.",0.0,1.0,0.0,0.0,0.0,0.0,False
safe to say my life is a lot better https://t.co/pE5isUMOpk https://t.co/K2hep49TcF,1,I started the year completely dependent on someone else and ended it entirely dependent on myself for the first time in my life,1.0,0.0,0.0,0.0,1.0,0.0,False
